id,event_type,latitude,longitude,endlatitude,endlongitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,modified_datetime,description,veh_type,corridor,priority,created_date,client_id,created_by_id,last_modified_by_id,police_station,kgid,closed_by_id,closed_datetime,gba_identifier,zone,junction,resolution_minutes,severity_class,hour,day_of_week,month,quarter,week_of_year,is_weekend,is_peak_hour,event_density_zone,event_density_junction,avg_res_time_cause,avg_res_time_zone,avg_res_time_corridor,cluster_id
FKID005574,unplanned,12.9718269,77.7117219,0.0,0.0,"11th Cross Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",vehicle_breakdown,False,2023-12-29 04:40:20.888000+00:00,closed,yes,2023-12-29 05:15:18.042253+00:00,Unknown,bmtc_bus,Non-corridor,Low,2023-12-29 04:41:07.848133+00:00,1,FKUSR01207,FKUSR00001,HAL Old Airport,FKKG001167,FKUSR01207,2023-12-29 05:15:18.041734+00:00,Bengaluru East Corporation,East Zone 1,Unknown,34.95256223333333,Medium,4,4,12,4,52,0,0,67,1570,50.15632767893999,55.38436368681592,82.18710564856087,0
FKID005575,unplanned,13.0587583,77.6328567,0.0,0.0,"Thanisandra Main Road, Arkavathy Layout 14th Block, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",vehicle_breakdown,False,2023-12-29 04:42:08.633000+00:00,closed,yes,2023-12-29 05:38:27.229148+00:00,Starting problem,others,Hennur Main Road,High,2023-12-29 04:46:03.814402+00:00,1,FKUSR01549,FKUSR00001,Hennuru,FKKG001467,FKUSR01549,2023-12-29 05:38:27.228566+00:00,Bengaluru North Corporation,North Zone 1,Unknown,56.3099261,Medium,4,4,12,4,52,0,0,71,1570,50.15632767893999,78.7064969938967,83.99174613809524,0
FKID005576,unplanned,12.8825091,77.6440547,0.0,0.0,"Electronics City Flyover, AECS Layout B Block, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",vehicle_breakdown,False,2023-12-29 04:53:39.985000+00:00,closed,yes,2023-12-29 05:26:46.972898+00:00,Ec flyover towards husharu near singasandar lake [LOCATION] gov bus strting problem sir,private_bus,Hosur Road,High,2023-12-29 04:55:11.245905+00:00,1,FKUSR00067,FKUSR00001,Electronic City,FKKG000061,FKUSR00067,2023-12-29 05:26:46.972291+00:00,Bengaluru South Corporation,South Zone 2,Unknown,33.11645485,Medium,4,4,12,4,52,0,0,69,1570,50.15632767893999,87.31502378333333,77.44925807819149,0
FKID005581,unplanned,13.0040166,77.5838851,0.0,0.0,"Sri Ramana Maharshi Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",vehicle_breakdown,False,2023-12-29 07:54:20.410000+00:00,closed,yes,2023-12-29 08:22:17.004537+00:00,Auto back wheel puncture sir,auto,Bellary Road 1,High,2023-12-29 07:57:40.988347+00:00,1,FKUSR00720,FKUSR00001,Sadashivanagar,FKKG000704,FKUSR00720,2023-12-29 08:22:17.004000+00:00,Bengaluru West Corporation,West Zone 2,Unknown,27.943233333333332,Low,7,4,12,4,52,0,1,141,1570,50.15632767893999,56.72794330283688,64.99083835017825,0
FKID005584,unplanned,12.9956979,77.6672693,0.0,0.0,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,2023-12-29 18:43:50.804000+00:00,closed,no,2023-12-29 19:12:05.009520+00:00,Milk lorry off-road at om [LOCATION] towards Pai layout,heavy_vehicle,ORR North 1,High,2023-12-29 18:45:06.520016+00:00,1,FKUSR01599,FKUSR01599,Mahadevapura,FKKG001507,FKUSR01599,2023-12-29 19:12:05.009044+00:00,Bengaluru East Corporation,East Zone 2,Unknown,28.23675073333333,Low,18,4,12,4,52,0,1,68,1570,50.15632767893999,101.10815347205882,77.9761443347826,0
FKID005592,unplanned,13.03950563,77.64149464,0.0,0.0,"Hennur Main Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,2023-12-29 23:29:38.297000+00:00,closed,no,2023-12-29 23:52:02.888619+00:00,BMTC gear problem at hennur bagalur main near sparsha hospital junction towards [LOCATION],bmtc_bus,Airport New South Road,High,2023-12-29 23:34:51.096540+00:00,1,FKUSR00944,FKUSR00944,Hennuru,FKKG000921,FKUSR00944,2023-12-29 23:52:02.888035+00:00,Bengaluru North Corporation,North Zone 1,Unknown,22.40985058333333,Low,23,4,12,4,52,0,0,71,1570,50.15632767893999,78.7064969938967,161.8410822264706,0
FKID005596,unplanned,13.0376265,77.5418287,0.0,0.0,"Outer Ring Road, CQAE Staff Quarters, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2023-12-30 00:46:00.469000+00:00,closed,no,2023-12-30 01:36:50.102685+00:00,Air lock aagide,heavy_vehicle,ORR North 2,High,2023-12-30 00:46:50.878037+00:00,1,FKUSR00210,FKUSR00009,Yeshwanthpura,FKKG000202,FKUSR00210,2023-12-30 01:36:50.102151+00:00,Bengaluru West Corporation,West Zone 1,Unknown,50.82721918333333,Medium,0,5,12,4,52,1,0,175,1570,50.15632767893999,58.84530802333334,60.2654060390625,0
FKID005597,unplanned,12.9901257,77.5040668,0.0,0.0,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2023-12-30 00:58:10.846000+00:00,closed,yes,2023-12-30 02:59:27.349678+00:00,Joint cut,bmtc_bus,Magadi Road,High,2023-12-30 01:00:05.818186+00:00,1,FKUSR00151,FKUSR00009,Kamakshipalya,FKKG000145,FKUSR00151,2023-12-30 02:59:27.349147+00:00,Bengaluru West Corporation,West Zone 1,Unknown,121.27505245,High,0,5,12,4,52,1,0,175,1570,50.15632767893999,58.84530802333334,63.94197490036232,0
FKID005598,unplanned,12.9653578,77.7021825,0.0,0.0,"Outer Ring Road, Anantha Ram Reddy Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",vehicle_breakdown,False,2023-12-30 01:09:11.216000+00:00,closed,yes,2023-12-30 02:41:33.263847+00:00,Due to handbreak problem,bmtc_bus,ORR East 2,High,2023-12-30 01:11:04.540325+00:00,1,FKUSR00043,FKUSR00001,HAL Old Airport,FKKG000037,FKUSR00043,2023-12-30 02:41:33.263278+00:00,Bengaluru East Corporation,East Zone 1,Unknown,92.36745463333334,Medium,1,5,12,4,52,1,0,67,1570,50.15632767893999,55.38436368681592,79.16735892419355,0
FKID005609,unplanned,13.0870364,77.5952868,0.0,0.0,"Bellary Road, Legacy Cirocco, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2023-12-30 21:04:29.732000+00:00,closed,yes,2023-12-30 21:20:22.992192+00:00,Accelater problem,others,Bellary Road 2,High,2023-12-30 21:05:52.264093+00:00,1,FKUSR00612,FKUSR00001,Yelahanka,FKKG000599,FKUSR00612,2023-12-30 21:20:22.991701+00:00,Bengaluru North Corporation,North Zone 1,Unknown,15.887661683333333,Low,21,5,12,4,52,1,1,71,1570,50.15632767893999,78.7064969938967,71.70337182127976,0
FKID005610,unplanned,12.9604478,77.5138765,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,2023-12-30 21:14:22.468000+00:00,closed,yes,2023-12-30 23:21:14.475733+00:00,ಏರ್ ಲಾಕ್ ಹಾಗಿ ಗಾಡಿ ರಸ್ತೆಯ ಒಂದು ಬದಿ ನಿಂತಿದ್ದು ವಾಹನ ಸಂಚಾರಕ್ಕೆ [PERSON] ಇಲ್ಲ,truck,Non-corridor,Low,2023-12-30 21:22:33.641067+00:00,1,FKUSR00135,FKUSR00001,Jnanabharathi,FKKG000129,FKUSR00135,2023-12-30 23:21:10.924913+00:00,Bengaluru West Corporation,West Zone 1,Unknown,126.80761521666666,High,21,5,12,4,52,1,1,175,1570,50.15632767893999,58.84530802333334,82.18710564856087,0
FKID005612,unplanned,13.026353,77.544093,0.0,0.0,"1st Main Road, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2023-12-30 22:39:39.356000+00:00,closed,yes,2023-12-30 23:37:40.973533+00:00,Unknown,bmtc_bus,Tumkur Road,High,2023-12-30 22:40:07.161003+00:00,1,FKUSR00133,FKUSR00001,Yeshwanthpura,FKKG000127,FKUSR00133,2023-12-30 23:37:40.973007+00:00,Bengaluru West Corporation,West Zone 1,Unknown,58.02695011666666,Medium,22,5,12,4,52,1,0,175,1570,50.15632767893999,58.84530802333334,58.30943540414594,0
FKID005616,unplanned,13.0012166,77.5840582,0.0,0.0,"Sankey Road, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",vehicle_breakdown,False,2023-12-31 04:36:55.971000+00:00,closed,yes,2023-12-31 05:04:57.965098+00:00,This car is offered at in front of the nti gate due to clutch plate problem after 20 minuts i think this vehicle removing,private_car,Bellary Road 1,High,2023-12-31 04:38:49.357251+00:00,1,FKUSR01132,FKUSR00001,Sadashivanagar,FKKG001093,FKUSR01132,2023-12-31 05:04:57.964592+00:00,Bengaluru West Corporation,West Zone 2,Unknown,28.03322653333333,Low,4,6,12,4,52,1,0,141,1570,50.15632767893999,56.72794330283688,64.99083835017825,0
FKID005621,unplanned,13.0137537,77.6998235,0.0,0.0,"MBT Road, KR Puram Extension, Bengaluru, Karnataka. Pin-560036 (India)",others,False,2023-12-31 20:27:14.409000+00:00,closed,yes,2023-12-31 22:46:55.423571+00:00,Tyre puncture,Unknown,Non-corridor,Low,2023-12-31 20:28:23.440318+00:00,1,FKUSR01470,FKUSR00001,K.R. Pura,FKKG001406,FKUSR01470,2023-12-31 22:46:55.423045+00:00,Bengaluru East Corporation,East Zone 2,Unknown,139.68356741666668,High,20,6,12,4,52,1,1,68,1570,124.31282071161388,101.10815347205882,82.18710564856087,0
FKID005623,unplanned,13.0361119,77.5348724,0.0,0.0,"Watch Factory Road, CMTI Quarters, Peenya, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-01-01 06:23:54.891000+00:00,closed,yes,2024-01-01 07:39:59.890025+00:00,Starting problem near BFW junction from platinum City traffic one side moving sir,others,Non-corridor,Low,2024-01-01 06:25:43.953555+00:00,1,FKUSR00440,FKUSR00001,Yeshwanthpura,FKKG000429,FKUSR00440,2024-01-01 07:39:59.889458+00:00,Bengaluru West Corporation,West Zone 1,Unknown,76.08330763333333,Medium,6,0,1,1,1,0,0,175,1570,50.15632767893999,58.84530802333334,82.18710564856087,0
FKID005633,unplanned,12.9958179,77.584904,0.0,0.0,"Sankey Road, Chandravarkar Layout, Jayamahal, Bengaluru, Karnataka. Pin-560020 (India)",vehicle_breakdown,False,2024-01-01 22:35:30.765000+00:00,closed,yes,2024-01-01 23:02:43.184361+00:00,Traffic moment slow,private_car,Bellary Road 1,High,2024-01-01 22:38:10.476507+00:00,1,FKUSR01247,FKUSR00001,High ground,FKKG001207,FKUSR01247,2024-01-01 23:02:43.183635+00:00,Bengaluru Central Corporation,Central Zone 2,Unknown,27.20697725,Low,22,0,1,1,1,0,0,221,1570,50.15632767893999,56.35158254954752,64.99083835017825,0
FKID005635,unplanned,12.862993,77.5149382,0.0,0.0,"NICE Road, Prathana Enclave, Block 4B, Banashankari Stage 6, Bengaluru, Karnataka. Pin-560062 (India)",accident,False,2024-01-02 04:37:03.775000+00:00,closed,yes,2024-01-02 04:59:40.630413+00:00,"Vehicle damaged and tittle injury yo Driver. Vehicles movment is slow,[LOCATION] office towards [LOCATION] toll",Unknown,Non-corridor,Low,2024-01-02 04:38:53.853353+00:00,1,FKUSR00390,FKUSR00001,Thalagattapura,FKKG000380,FKUSR00390,2024-01-02 04:59:40.629785+00:00,Bengaluru South Corporation,South Zone 1,Unknown,22.614246416666667,Low,4,1,1,1,1,0,0,37,1570,47.9331169829502,99.52512587027029,82.18710564856087,0
FKID005638,unplanned,12.9424283,77.747245,0.0,0.0,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",vehicle_breakdown,False,2024-01-03 00:14:43.015000+00:00,closed,yes,2024-01-03 00:58:48.623354+00:00,This vehicle breakdown at [LOCATION] road [LOCATION],heavy_vehicle,Non-corridor,Low,2024-01-03 00:18:16.377471+00:00,1,FKUSR01145,FKUSR00001,Whitefield,FKKG001106,FKUSR01145,2024-01-03 00:58:48.622689+00:00,Bengaluru East Corporation,East Zone 1,Unknown,44.093461483333336,Medium,0,2,1,1,1,0,0,67,1570,50.15632767893999,55.38436368681592,82.18710564856087,0
FKID005642,unplanned,13.0236503,77.7163139,0.0,0.0,"MBT Road, MC Sarovar Apartment, Sidhappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,2024-01-03 06:41:53.656000+00:00,closed,yes,2024-01-03 07:08:04.783776+00:00,[PERSON] towards battarahalli service Road sir,heavy_vehicle,Non-corridor,Low,2024-01-03 06:44:07.109973+00:00,1,FKUSR00452,FKUSR00001,K.R. Pura,FKKG000441,FKUSR00452,2024-01-03 07:08:04.783253+00:00,Bengaluru East Corporation,East Zone 2,Unknown,26.185454216666667,Low,6,2,1,1,1,0,0,68,1570,50.15632767893999,101.10815347205882,82.18710564856087,0
FKID005645,unplanned,12.9603849,77.514233,0.0,0.0,"Nagarabhavi Main Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,2024-01-03 20:54:14.688000+00:00,closed,yes,2024-01-03 21:48:50.852255+00:00,ಡಿಸೆಲ್ ಖಾಲಿ ಹಾಗಿ ನಿಂತಿದ್ದು ಸ್ವಲ್ಪ ಸಮಯದಲ್ಲಿ ರಿಮೂವ್ಡ್ ಹಾಗುತ್ತೆ,truck,Non-corridor,Low,2024-01-03 20:58:20.947267+00:00,1,FKUSR00135,FKUSR00001,Jnanabharathi,FKKG000129,FKUSR00135,2024-01-03 21:48:50.851748+00:00,Bengaluru West Corporation,West Zone 1,Unknown,54.60272913333333,Medium,20,2,1,1,1,0,1,175,1570,50.15632767893999,58.84530802333334,82.18710564856087,0
FKID005648,unplanned,12.9890321,77.5078508,0.0,0.0,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-01-03 22:32:46.218000+00:00,closed,no,2024-01-03 23:04:11.686811+00:00,[PERSON] upload at ashray outgoing side traffic slow moment sir,others,Magadi Road,High,2024-01-03 22:33:51.978702+00:00,1,FKUSR00470,FKUSR00001,Kamakshipalya,FKKG000459,FKUSR00470,2024-01-03 23:04:11.686287+00:00,Bengaluru West Corporation,West Zone 1,Unknown,31.42447145,Medium,22,2,1,1,1,0,0,175,1570,50.15632767893999,58.84530802333334,63.94197490036232,0
FKID005649,unplanned,13.0003154,77.6764894,0.0,0.0,"MBT Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,2024-01-04 01:14:39.821000+00:00,closed,no,2024-01-04 01:45:36.309578+00:00,ಪಂಚರ್ ಆಗಿದೆ 10 ಮಿನಿಟ್ ಕ್ಲಿಯರ್ ಆಗುತತ್ತೆ sir,truck,ORR East 2,High,2024-01-04 01:18:47.110329+00:00,1,FKUSR00488,FKUSR00009,Banaswadi,FKKG000477,FKUSR00488,2024-01-04 01:45:36.309032+00:00,Bengaluru East Corporation,East Zone 2,Unknown,30.9414672,Medium,1,3,1,1,1,0,0,68,1570,50.15632767893999,101.10815347205882,79.16735892419355,0
FKID005659,unplanned,13.0517848,77.6310318,0.0,0.0,"Thanisandra Main Road, Aswath Nagar Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",procession,False,2024-01-08 05:20:00.065000+00:00,closed,yes,2024-01-08 07:04:31.267859+00:00,ಸರ್ ನಮಸ್ತೆ ಹೊಣಿಸಂದ್ರ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಆರ್ ಎಸ್ ಎಸ್ ರವರಿಂದ ಹಿಂದೂ ಜಾಗೃತ ಶೋಭಾ ಯಾತ್ರೆ ನಡೆಯುತ್ತಿದ್ದು ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿರುತ್ತದೆ,Unknown,Hennur Main Road,High,2024-01-08 05:22:20.586435+00:00,1,FKUSR01498,FKUSR00001,Hennuru,FKKG001434,FKUSR01498,2024-01-08 07:04:31.267355+00:00,Bengaluru North Corporation,North Zone 1,Unknown,104.52003925,Medium,5,0,1,1,2,0,0,71,1570,54.51843769230769,78.7064969938967,83.99174613809524,0
FKID005660,unplanned,13.0312568,77.5772563,0.0,0.0,"Dr Rajgopal Road, GMR Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",others,False,2024-01-09 09:06:29.490000+00:00,closed,yes,2024-01-09 19:20:53.081029+00:00,Traffic management solve sir [PERSON] to [PERSON] cross sir,Unknown,Non-corridor,Low,2024-01-09 09:08:01.431488+00:00,1,FKUSR00346,FKUSR00001,Kodigehalli,FKKG000338,FKUSR00346,2024-01-09 19:20:53.080547+00:00,Bengaluru North Corporation,North Zone 2,Unknown,614.3931757833333,Critical,9,1,1,1,2,0,1,127,1570,124.31282071161388,76.81380439461942,82.18710564856087,0
FKID005666,unplanned,12.9466212,77.698561,0.0,0.0,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",vehicle_breakdown,False,2024-01-16 02:44:55.240000+00:00,closed,yes,2024-01-16 04:08:19.668592+00:00,Due to break fail marattalli police station towards [PERSON] ring road sir,heavy_vehicle,ORR East 1,High,2024-01-16 02:46:38.365668+00:00,1,FKUSR00359,FKUSR00001,HAL Old Airport,FKKG000351,FKUSR00359,2024-01-16 04:08:19.668102+00:00,Bengaluru East Corporation,East Zone 1,Unknown,83.40713503333333,Medium,2,1,1,1,3,0,0,67,1570,50.15632767893999,55.38436368681592,70.00507454057971,0
FKID005668,unplanned,12.9191487,77.542111,0.0,0.0,"Ittamadu Road, Thimmaraya Gowda Layout, Ittamadu, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",vehicle_breakdown,False,2024-01-16 05:56:03.596000+00:00,closed,yes,2024-01-16 06:53:30.296221+00:00,Unknown,lcv,Non-corridor,Low,2024-01-16 05:58:14.858729+00:00,1,FKUSR01117,FKUSR00001,Banashankari,FKKG001079,FKUSR01117,2024-01-16 06:53:30.295675+00:00,Bengaluru West Corporation,West Zone 1,Unknown,57.44499458333333,Medium,5,1,1,1,3,0,0,175,1570,50.15632767893999,58.84530802333334,82.18710564856087,0
FKID005669,unplanned,12.9889822,77.5072463,0.0,0.0,"5th Main Road, Muthuraya Swamy Extension, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-01-16 05:44:01.141000+00:00,closed,yes,2024-01-16 06:54:51.721548+00:00,Unknown,lcv,Magadi Road,High,2024-01-16 05:46:03.434454+00:00,1,FKUSR01643,FKUSR00001,Kamakshipalya,FKKG001539,FKUSR01643,2024-01-16 06:54:51.721003+00:00,Bengaluru West Corporation,West Zone 1,Unknown,70.84300005,Medium,5,1,1,1,3,0,0,175,1570,50.15632767893999,58.84530802333334,63.94197490036232,0
FKID005733,unplanned,13.0410108,77.5451817,0.0,0.0,"Outer Ring Road, Sharadamba Nagar, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2024-01-17 14:04:22.544000+00:00,closed,no,2024-01-17 14:29:49.690875+00:00,Diesel empty,heavy_vehicle,ORR North 2,High,2024-01-17 14:05:57.669830+00:00,1,FKUSR00521,FKUSR00521,Jalahalli,FKKG000510,FKUSR00521,2024-01-17 14:29:49.690384+00:00,Bengaluru North Corporation,North Zone 2,Unknown,25.45243973333333,Low,14,2,1,1,3,0,0,127,1570,50.15632767893999,76.81380439461942,60.2654060390625,0
FKID005735,unplanned,13.0416267,77.548411,0.0,0.0,"7th Main Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",vehicle_breakdown,False,2024-01-17 18:33:25.191000+00:00,closed,yes,2024-01-17 19:52:14.717283+00:00,Starting problem,heavy_vehicle,ORR North 2,High,2024-01-17 18:34:28.866303+00:00,1,FKUSR00521,FKUSR00001,Jalahalli,FKKG000510,FKUSR00521,2024-01-17 19:52:14.716689+00:00,Bengaluru North Corporation,North Zone 2,Unknown,78.82542815000001,Medium,18,2,1,1,3,0,1,127,1570,50.15632767893999,76.81380439461942,60.2654060390625,0
FKID005737,unplanned,13.0485257,77.6454283,0.0,0.0,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",construction,False,2024-01-17 19:29:37.283000+00:00,closed,yes,2024-01-18 00:25:12.645386+00:00,"ಸರ್, ನಮಸ್ತೆ ಗುಡ್ ಮಾರ್ನಿಂಗ್ ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ವೈಟ್ ಟಾಪಿಂಗ್ ಕಾಮಗಾರಿಯು ಪ್ರಗತಿಯಲ್ಲಿ ಇರುವುದರಿಂದ ಗೆದ್ದಲಹಳ್ಳಿ ರೈಲ್ವೆ ಬ್ರಿಡ್ಜ್ ಇಂದ [PERSON] ಕಡೆಗೆ ವಾಹನಗಳ ಸಂಚಾರವು ನಿದಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿದೆ ಸರ್",Unknown,Non-corridor,Low,2024-01-17 19:31:33.415973+00:00,1,FKUSR00694,FKUSR00001,Hennuru,FKKG000678,FKUSR00694,2024-01-18 00:25:12.644854+00:00,Bengaluru East Corporation,East Zone 2,Unknown,295.5893642333333,High,19,2,1,1,3,0,1,68,1570,218.7175310090909,101.10815347205882,82.18710564856087,0
FKID005738,unplanned,13.0000936,77.676386,0.0,0.0,"MBT Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,2024-01-17 20:41:25.420000+00:00,closed,yes,2024-01-17 22:15:39.400434+00:00,ವೀಲ್ ಜಾಮ್ ಆಗಿದೆ ಸರ್,others,ORR East 2,High,2024-01-17 20:43:13.904790+00:00,1,FKUSR00488,FKUSR00001,Banaswadi,FKKG000477,FKUSR00488,2024-01-17 22:15:39.399877+00:00,Bengaluru East Corporation,East Zone 2,Unknown,94.23299795,Medium,20,2,1,1,3,0,1,68,1570,50.15632767893999,101.10815347205882,79.16735892419355,0
FKID005743,unplanned,12.9386684,77.5222223,0.0,0.0,"Mysore Road, Vishwapriya Vertical Garden, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2024-01-17 21:45:55.040000+00:00,closed,no,2024-01-17 23:16:15.599281+00:00,Due to starting problem,bmtc_bus,Mysore Road,High,2024-01-17 21:46:58.996521+00:00,1,FKUSR00955,FKUSR00001,Byatarayanapura,FKKG000932,FKUSR00955,2024-01-17 23:16:15.598691+00:00,Bengaluru West Corporation,West Zone 1,Unknown,90.34264485,Medium,21,2,1,1,3,0,1,175,1570,50.15632767893999,58.84530802333334,63.592885176608185,0
FKID005747,unplanned,13.0245608,77.5855633,0.0,0.0,"1st Main Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",vehicle_breakdown,False,2024-01-18 06:13:53.767000+00:00,closed,no,2024-01-18 06:26:34.278855+00:00,Towards city,truck,Bellary Road 1,High,2024-01-18 06:26:01.202406+00:00,1,FKUSR00080,FKUSR00001,R.T. Nagar,FKKG000074,FKUSR00080,2024-01-18 06:26:34.278288+00:00,Bengaluru North Corporation,North Zone 2,Unknown,12.675188133333334,Low,6,3,1,1,3,0,0,127,1570,50.15632767893999,76.81380439461942,64.99083835017825,0
FKID005752,unplanned,12.9213061,77.7361817,12.9212802,77.7361324,"Gunjurupalya Road, Sapthagiri Nirvana, Gunjur, Bengaluru, Karnataka. Pin-560087 (India)",vehicle_breakdown,True,2024-01-18 21:03:34.851000+00:00,closed,yes,2024-01-18 21:12:27.267250+00:00,Tyre blast rmc mixture vehicle sir,heavy_vehicle,Non-corridor,Low,2024-01-18 21:05:23.476651+00:00,1,FKUSR00524,FKUSR00009,Whitefield,FKKG000513,FKUSR00524,2024-01-18 21:08:08.758633+00:00,Bengaluru East Corporation,East Zone 1,Unknown,4.565127216666666,Low,21,3,1,1,3,0,1,67,1570,50.15632767893999,55.38436368681592,82.18710564856087,0
FKID005760,unplanned,12.9668967,77.610555,0.0,0.0,"Richmond Road, Monsignor Dsouza Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",others,False,2023-11-09 19:24:48.154000+00:00,closed,yes,2023-11-09 22:48:37.836739+00:00,Off road in the road sailencer cutt,Unknown,Non-corridor,Low,2023-11-09 19:27:19.694644+00:00,1,FKUSR00961,FKUSR00001,Ashok Nagar,FKKG000936,FKUSR00961,2023-11-09 22:48:37.836256+00:00,Bengaluru Central Corporation,Central Zone 1,D'SouzaCircle,203.8280376,High,19,3,11,4,45,0,1,78,2,124.31282071161388,78.78590957029914,82.18710564856087,0
FKID005767,unplanned,12.9581237,77.5739029,0.0,0.0,"KR Main Road, Professor P Shivshankar Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",vehicle_breakdown,False,2023-11-09 22:35:52.555000+00:00,closed,yes,2023-11-10 00:13:30.616759+00:00,BMTC BUS offload  K R Road shivashankar junction towords Medical College junction one side vehicle moving Sir,bmtc_bus,Non-corridor,Low,2023-11-09 22:39:44.586808+00:00,1,FKUSR00058,FKUSR00001,V.V.Puram (C.Pet),FKKG000052,FKUSR00058,2023-11-10 00:13:30.616095+00:00,Bengaluru Central Corporation,Central Zone 2,Shivashankara circle,97.63435158333333,Medium,22,3,11,4,45,0,0,221,2,50.15632767893999,56.35158254954752,82.18710564856087,0
FKID005770,unplanned,12.9576503,77.55271,0.0,0.0,"Mysore Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-10 00:31:14.562000+00:00,closed,no,2023-11-10 01:00:36.722705+00:00,"Back wheel puncher near tollgate [LOCATION] out going side sir, traffic slowly moving sir...",lcv,Mysore Road,High,2023-11-10 00:33:21.265705+00:00,1,FKUSR00055,FKUSR00001,Chamarajpet,FKKG000049,FKUSR00055,2023-11-10 01:00:36.722165+00:00,Bengaluru Central Corporation,Central Zone 2,toll gate mysore road,29.369336083333334,Low,0,4,11,4,45,0,0,221,8,50.15632767893999,56.35158254954752,63.592885176608185,0
FKID005775,unplanned,12.9533519,77.5421555,0.0,0.0,"Mysore Road, Iyannashetty Layout, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-10 03:13:04.389000+00:00,closed,yes,2023-11-10 04:12:14.214225+00:00,One side traffic slow moment,lcv,Mysore Road,High,2023-11-10 03:16:14.913159+00:00,1,FKUSR01650,FKUSR00001,Byatarayanapura,FKKG001544,FKUSR01650,2023-11-10 04:12:14.213518+00:00,Bengaluru West Corporation,West Zone 2,SatteliteBusStandJunc,59.16374196666666,Medium,3,4,11,4,45,0,0,141,20,50.15632767893999,56.72794330283688,63.592885176608185,0
